timestamp,sensorName,value
2023-10-01T00:01:02+00:00,Sensor_D,55.57
2023-10-01T00:01:03+00:00,Sensor_A,62.94
2023-10-01T00:01:04+00:00,Sensor_C,3.1415926535897932384
2023-10-01T00:01:05+00:00,Sensor_B,78.39
2023-10-01T00:01:06+00:00,Sensor_B,49.35
2023-10-01T00:01:07+00:00,Sensor_A,94.97
2023-10-01T00:01:08+00:00,Sensor_A,26.17
2023-10-01T00:01:09+00:00,Sensor_B,19.5
2023-10-01T00:01:10+00:00,Sensor_B,20.28
2023-10-01T00:01:11+00:00,Sensor_D,58.19
2023-10-01T00:01:12+00:00,Sensor_D,76.39
2023-10-01T00:01:13+00:00,Sensor_D,92.32
2023-10-01T00:01:14+00:00,Sensor_D,45.0
???,Sensor_B,32.96
2023-10-01T00:01:16+00:00,Sensor_C,81.02
2023-10-01T00:01:17+00:00,Sensor_B,50.95
2023-10-01T00:01:18+00:00,Sensor_C,20.92
2023-10-01T00:01:19+00:00,Sensor_C,56.02
2023-10-01T00:01:20+00:00,Sensor_B,74.17
2023-10-01T00:01:21+00:00,Sensor_A,53.53
2023-10-01T00:01:22+00:00,Sensor_B,43.65
2023-10-01T00:01:23+00:00,Sensor_A,48.7
2023-10-01T00:01:24+00:00,Sensor_D,49.68
2023-10-01T00:01:25+00:00,Sensor_A,1.11
2023-10-01T00:01:26+00:00,Sensor_A,41.7
2023-10-01T00:01:27+00:00,Sensor_A,87.86
2023-10-01T00:01:28+00:00,Sensor_B,73.6
2023-10-01T00:01:29+00:00,Sensor_D,14.89
2023-10-01T00:01:30+00:00,Sensor_D,10.86
2023-10-01T00:01:31+00:00,Sensor_B,57.07
2023-10-01T00:01:32+00:00,Sensor_B,26.25
2023-10-01T00:01:33+00:00,Sensor_B,80.1
2023-10-01T00:01:34+00:00,Sensor_A,27.4
2023-10-01T00:01:35+00:00,Sensor_B,19.06
2023-10-01T00:01:36+00:00,Sensor_B,86.86
2023-10-01T00:01:37+00:00,Sensor_B,93.85
2023-10-01T00:01:38+00:00,Sensor_B,35.67
2023-10-01T00:01:39+00:00,Sensor_A,66.75
2023-10-01T00:01:40+00:00,Sensor_A,34.22
2023-10-01T00:01:41+00:00,Sensor_C,77.27
2023-10-01T00:01:42+00:00,Sensor_B,28.19
2023-10-01T00:01:43+00:00,Sensor_D,11.49
2023-10-01T00:01:44+00:00,Sensor_A,74.09
2023-10-01T00:01:45+00:00,Sensor_C,75.41
2023-10-01T00:01:46+00:00,Sensor_A,8.29
2023-10-01T00:01:47+00:00,Sensor_A,6.02
2023-10-01T00:01:48+00:00,Sensor_A,18.69
2023-10-01T00:01:49+00:00,Sensor_D,2.38
2023-10-01T00:01:50+00:00,Sensor_C,56.35
2023-10-01T00:01:51+00:00,Sensor_D,33.56
2023-10-01T00:01:52+00:00,Sensor_A,70.44
2023-10-01T00:01:53+00:00,Sensor_C,22.79
2023-10-01T00:01:54+00:00,Sensor_A,67.76
2023-10-01T00:01:55+00:00,Sensor_D,5.57
2023-10-01T00:01:56+00:00,Sensor_B,97.74
2023-10-01T00:01:57+00:00,Sensor_A,64.9
2023-10-01T00:01:58+00:00,Sensor_C,60.86
2023-10-01T00:01:59+00:00,Sensor_A,41.05
2023-10-01T00:02:00+00:00,Sensor_A,21.34
2023-10-01T00:02:01+00:00,Sensor_B,32.11
2023-99-99,Sensor_C,37.59
2023-10-01T00:02:03+00:00,Sensor_A,99.57
2023-10-01T00:02:04+00:00,Sensor_D,96.51
2023-10-01T00:02:05+00:00,Sensor_C,90.67
2023-10-01T00:02:06+00:00,Sensor_B,1.83
2023-10-01T00:02:07+00:00,Sensor_B,21.3
2023-10-01T00:02:08+00:00,Sensor_B,42.29
2023-10-01T00:02:09+00:00,Sensor_A,3.16
2023-10-01T00:02:10+00:00,Sensor_A,62.48
2023-10-01T00:02:11+00:00,Sensor_A,77.24
2023-10-01T00:02:12+00:00,Sensor_B,69.2
2023-10-01T00:02:13+00:00,Sensor_B,8.8
2023-10-01T00:02:14+00:00,Sensor_A,87.85
2023-10-01T00:02:15+00:00,Sensor_B,63.26
2023-10-01T00:02:16+00:00,Sensor_A,94.92
2023-10-01T00:02:17+00:00,Sensor_D,21.56
2023-10-01T00:02:18+00:00,Sensor_A,60.41
2023-10-01T00:02:19+00:00,Sensor_A,26.19
2023-10-01T00:02:20+00:00,Sensor_C,79.47
2023-10-01T00:02:21+00:00,Sensor_C,71.67
2023-10-01T00:02:22+00:00,Sensor_A,76.61
2023-10-01T00:02:23+00:00,Sensor_B,70.49
2023-10-01T00:02:24+00:00,Sensor_C,15.09
2023-10-01T00:02:25+00:00,Sensor_C,43.49
2023-10-01T00:02:26+00:00,Sensor_D,64.46
2023-10-01T00:02:27+00:00,Sensor_C,35.13
2023-10-01T00:02:28+00:00,Sensor_C,69.51
2023-10-01T00:02:29+00:00,Sensor_B,10.5.2.1
2023-10-01T00:02:30+00:00,Sensor_B,83.68
2023-10-01T00:02:31+00:00,Sensor_C,67.88
2023-10-01T00:02:32+00:00,Sensor_C,10.93
2023-10-01T00:02:33+00:00,Sensor_D,90.03
2023-10-01T00:02:34+00:00,Sensor_C,12.0
2023-10-01T00:02:35+00:00,Sensor_C,87.25
2023-10-01T00:02:36+00:00,Sensor_C,10.5.2.1
2023-10-01T00:02:37+00:00,Sensor_B,1.83
2023-10-01T00:02:38+00:00,Sensor_A,5.0
2023-10-01T00:02:39+00:00,Sensor_B,39.01
2023-10-01T00:02:40+00:00,Sensor_D,89.93
???,Sensor_A,16.08
2023-10-01T00:02:42+00:00,Sensor_A,81.13
2023-10-01T00:02:43+00:00,Sensor_C,50.85
2023-10-01T00:02:44+00:00,Sensor_C,93.86
2023-10-01T00:02:45+00:00,センサー_1,19.77
2023-10-01T00:02:46+00:00,Sensor_D,41.74
2023-10-01T00:02:47+00:00,Sensor_D,44.32
2023-10-01T00:02:48+00:00,Sensor_B,46.04
2023-10-01T00:02:49+00:00,Sensor_A,67.15
2023-10-01T00:02:50+00:00,Sensor_D,41.51
2023-10-01T00:02:51+00:00,🔥Sensor,7.32
2023-10-01T00:02:52+00:00,Sensor_C,42.14
2023-10-01T00:02:53+00:00,Sensor_A,22.61
2023-10-01T00:02:54+00:00,Sensor_A,41.58
2023-10-01T00:02:55+00:00,Sensor_A,74.43
2023-10-01T00:02:56+00:00,Sensor_C,56.76
2023-10-01T00:02:57+00:00,Sensor_C,83.14
2023-10-01T00:02:58+00:00,Sensor_B,30.8
2023-10-01T00:02:59+00:00,Sensor_D,47.46
2023-10-01T00:03:00+00:00,Sensor_D,62.63
2023-10-01T00:03:01+00:00,Sensor_B,0.0
2023-10-01T00:03:02+00:00,Sensor_A,85.33
2023-10-01T00:03:03+00:00,Sensor_B,51.69
2023-10-01T00:03:04+00:00,Sensor_A,54.04
2023-10-01T00:03:05+00:00,Sensor_D,10.5.2.1
2023-10-01T00:03:06+00:00,Sensor_B,63.4
2023-10-01T00:03:07+00:00,Sensor_C,3.1415926535897932384
2023-10-01T00:03:08+00:00,Sensor_A,44.67
2023-10-01T00:03:09+00:00,Sensor_A,32.13
2023-10-01T00:03:10+00:00,Sensor_C,ABC
2023-10-01T00:03:11+00:00,Sensor_B,70.96
2023-10-01T00:03:12+00:00,Sensor_D,44.04
invalid_time_string,Sensor_C,61.67
2023-10-01T00:03:14+00:00,Sensor_C,97.54
2023-10-01T00:03:15+00:00,Sensor_B,66.31
invalid_time_string,Sensor_A,36.02
2023-10-01T00:03:17+00:00,Sensor_D,3.3
2023-10-01T00:03:18+00:00,Sensor_C,94.12
2023-10-01T00:03:19+00:00,Sensor_B,82.92
2023-10-01T00:03:20+00:00,Sensor_C,69.48
2023-10-01T00:03:21+00:00,Sensor_A,39.67
2023-10-01T00:03:22+00:00,Sensor_C,57.01
2023-10-01T00:03:23+00:00,Sensor_B,29.29
2023-10-01T00:03:24+00:00,Sensor_C,68.46
2023-10-01T00:03:25+00:00,Sensor_B,22.78
2023-10-01T00:03:26+00:00,Sensor_D,64.0
2023-10-01T00:03:27+00:00,Sensor_D,35.88
2023-10-01T00:03:28+00:00,Sensor_A,68.86
2023-10-01T00:03:29+00:00,Sensor_C,92.45
2023-10-01T00:03:30+00:00,Sensor_D,25.4
2023-10-01T00:03:31+00:00,Sensor_A,24.23
2023-10-01T00:03:32+00:00,Sensor_A,65.27
2023-10-01T00:03:33+00:00,Sensor_D,70.66
2023-10-01T00:03:34+00:00,Sensor_A,43.51
2023-10-01T00:03:35+00:00,Sensor_C,49.65
2023-10-01T00:03:36+00:00,Sensor_C,99.86
2023-10-01T00:03:37+00:00,Sensor_B,72.7
2023-10-01T00:03:38+00:00,Sensor_D,46.57
2023-10-01T00:03:39+00:00,Sensor_C,25.28
2023-10-01T00:03:40+00:00,Sensor_B,44.98
2023-10-01T00:03:41+00:00,Sensor_B,97.47
not_a_date,Sensor_B,81.12
2023-10-01T00:03:43+00:00,Sensor_A,22.55
2023-10-01T00:03:44+00:00,Sensor_D,20.64
2023-10-01T00:03:45+00:00,Sensor_C,52.08
2023-10-01T00:03:46+00:00,Sensor_C,27.77
2023-10-01T00:03:47+00:00,Sensor_A,0.94
2023-10-01T00:03:48+00:00,Sensor_D,94.53
2023-10-01T00:03:49+00:00,Sensor_C,50.75
2023-10-01T00:03:50+00:00,Sensor_D,40.64
2023-10-01T00:03:51+00:00,Sensor_B,76.03
2023-10-01T00:03:52+00:00,Sensor_A,38.11
2023-10-01T00:03:53+00:00,Sensor_D,14.66
2023-10-01T00:03:54+00:00,Sensor_C,42.76
2023-10-01T00:03:55+00:00,Sensor_B,42.68
2023-10-01T00:03:56+00:00,Sensor_C,3.07
2023-10-01T00:03:57+00:00,Sensor_A,32.76
invalid_time_string,Sensor_C,11.09
2023-10-01T00:03:59+00:00,Sensor_B,13.48
2023-10-01T00:04:00+00:00,Sensor_D,36.53
2023-10-01T00:04:01+00:00,Sensor_D,51.86
2023-10-01T00:04:02+00:00,Sensor_D,33.72
2023-10-01T00:04:03+00:00,Sensor_A,34.27
2023-10-01T00:04:04+00:00,Sensor_A,41.33
2023-10-01T00:04:05+00:00,Sensor_A,88.16
2023-10-01T00:04:06+00:00,Sensor_B,84.39
2023-10-01T00:04:07+00:00,Sensor_D,32.96
2023-10-01T00:04:08+00:00,Sensor_C,34.34
2023-10-01T00:04:09+00:00,Sensor_B,36.87
???,Sensor_C,2.94
2023-10-01T00:04:11+00:00,Sensor_C,43.28
2023-10-01T00:04:12+00:00,Sensor_A,91.25
2023-10-01T00:04:13+00:00,Sensor_B,40.1
2023-10-01T00:04:14+00:00,Sensor_D,9.52
2023-10-01T00:04:15+00:00,Sensor_A,88.77
2023-10-01T00:04:16+00:00,Sensor_A,86.22
2023-10-01T00:04:17+00:00,Sensor_C,88.59
2023-10-01T00:04:18+00:00,Sensor_C,33.41
2023-10-01T00:04:19+00:00,Sensor_B,4.47
2023-10-01T00:04:20+00:00,Sensor_A,41.3
2023-10-01T00:04:21+00:00,Sensor_A,95.39
2023-10-01T00:04:22+00:00,Sensor_D,5.3
2023-10-01T00:04:23+00:00,Sensor_B,48.57
2023-10-01T00:04:24+00:00,Sensor_C,81.47
2023-10-01T00:04:25+00:00,Sensor_D,93.01
2023-10-01T00:04:26+00:00,Sensor_A,63.36
2023-10-01T00:04:27+00:00,Sensor_A,60.91
2023-10-01T00:04:28+00:00,Sensor_B,9.22
2023-10-01T00:04:29+00:00,Sensor_D,5.91
2023-10-01T00:04:30+00:00,Sensor_B,21.14
2023-10-01T00:04:31+00:00,Sensor_D,80.81
2023-10-01T00:04:32+00:00,Sensor_A,74.02
2023-10-01T00:04:33+00:00,Sensor_D,10.5.2.1
2023-10-01T00:04:34+00:00,Sensor_C,90.48
2023-10-01T00:04:35+00:00,Sensor_D,92.99
2023-10-01T00:04:36+00:00,Sensor_A,36.23
2023-10-01T00:04:37+00:00,Sensor_D,87.72
2023-10-01T00:04:38+00:00,Sensor_D,79.64
2023-10-01T00:04:39+00:00,Sensor_A,55.96
2023-10-01T00:04:40+00:00,Sensor_C,33.5
2023-10-01T00:04:41+00:00,Sensor_D,39.62
2023-10-01T00:04:42+00:00,Sensor_C,31.13
2023-10-01T00:04:43+00:00,Sensor_B,95.12
2023-10-01T00:04:44+00:00,Sensor_B,1.79
2023-10-01T00:04:45+00:00,Sensor_C,30.59
2023-10-01T00:04:46+00:00,Sensor_C,21.92
2023-10-01T00:04:47+00:00,Sensor_A,ERR_VALUE
2023-10-01T00:04:48+00:00,Sensor_B,19.53
2023-10-01T00:04:49+00:00,Sensor_C,74.14
2023-10-01T00:04:50+00:00,Sensor_C,31.39
2023-10-01T00:04:51+00:00,Sensor_B,69.22
2023-10-01T00:04:52+00:00,Sensor_A,92.33
2023-10-01T00:04:53+00:00,Sensor_B,10.5.2.1
2023-10-01T00:04:54+00:00,Sensor_A,52.42
2023-10-01T00:04:55+00:00,Sensor_C,ERR_VALUE
2023-10-01T00:04:56+00:00,Sensor_B,not_a_number
2023-10-01T00:04:57+00:00,Sensor_D,10.5.2.1
2023-10-01T00:04:58+00:00,Sensor_A,45.4
2023-10-01T00:04:59+00:00,Sensor_C,61.22
2023-10-01T00:05:00+00:00,Sensor_A,19.25
2023-10-01T00:05:01+00:00,Sensor_A,3.1415926535897932384
2023-10-01T00:05:02+00:00,Sensor_A,88.68
2023-10-01T00:05:03+00:00,Sensor_A,67.27
2023-10-01T00:05:04+00:00,Sensor_D,31.64
2023-99-99,Sensor_D,97.77
not_a_date,Sensor_C,47.97
2023-10-01T00:05:07+00:00,Sensor_C,1.53
2023-10-01T00:05:08+00:00,Sensor_C,25.29
2023-10-01T00:05:09+00:00,Sensor_A,57.1
2023-10-01T00:05:10+00:00,Sensor_B,14.64
2023-10-01T00:05:11+00:00,Sensor_A,31.58
2023-10-01T00:05:12+00:00,Sensor_C,40.93
2023-10-01T00:05:13+00:00,Sensor_A,68.03
2023-10-01T00:05:14+00:00,Sensor_B,39.53
2023-10-01T00:05:15+00:00,Sensor_C,26.44
2023-10-01T00:05:16+00:00,Sensor_D,29.57
2023-10-01T00:05:17+00:00,Sensor_D,86.7
2023-10-01T00:05:18+00:00,Sensor_B,85.0
2023-10-01T00:05:19+00:00,Sensor_B,14.17
2023-10-01T00:05:20+00:00,Sensor_D,6.7
2023-10-01T00:05:21+00:00,Sensor_A,31.35
2023-10-01T00:05:22+00:00,Sensor_D,33.68
2023-10-01T00:05:23+00:00,Sensor_B,62.9
2023-10-01T00:05:24+00:00,Sensor_A,10.5.2.1
2023-10-01T00:05:25+00:00,Sensor_B,33.86
2023-10-01T00:05:26+00:00,Sensor_A,ERR_VALUE
2023-10-01T00:05:27+00:00,Sensor_B,47.6
2023-10-01T00:05:28+00:00,Sensor_D,54.12
2023-10-01T00:05:29+00:00,Sensor_D,63.41
2023-10-01T00:05:30+00:00,Sensor_A,69.73
2023-10-01T00:05:31+00:00,Sensor_C,4.72
2023-10-01T00:05:32+00:00,Sensor_D,37.92
2023-10-01T00:05:33+00:00,Sensor_B,32.03
2023-99-99,Sensor_C,88.91
2023-10-01T00:05:35+00:00,Sensor_A,56.18
2023-10-01T00:05:36+00:00,Sensor_C,95.25
2023-10-01T00:05:37+00:00,Sensor_A,54.43
2023-10-01T00:05:38+00:00,Sensor_D,50.16
2023-10-01T00:05:39+00:00,Sensor_C,76.78
2023-10-01T00:05:40+00:00,Sensor_A,63.68
2023-10-01T00:05:41+00:00,Sensor_C,93.41
2023-10-01T00:05:42+00:00,Sensor_D,29.59
2023-10-01T00:05:43+00:00,Sensor_C,67.03
2023-10-01T00:05:44+00:00,Sensor_A,38.01
2023-10-01T00:05:45+00:00,Sensor_B,8.67
2023-10-01T00:05:46+00:00,Sensor_B,94.25
2023-10-01T00:05:47+00:00,Sensor_B,48.87
2023-10-01T00:05:48+00:00,Sensor_C,29.53
2023-10-01T00:05:49+00:00,Sensor_C,ERR_VALUE
2023-10-01T00:05:50+00:00,Sensor_A,47.16
2023-10-01T00:05:51+00:00,感測器甲,1.23
2023-10-01T00:05:52+00:00,Sensor_A,99.3
2023-10-01T00:05:53+00:00,Sensor_C,83.49
2023-10-01T00:05:54+00:00,Sensor_C,64.42
2023-10-01T00:05:55+00:00,Sensor_A,91.36
2023-10-01T00:05:56+00:00,Sensor_A,95.34
2023-10-01T00:05:57+00:00,Sensor_A,17.13
2023-10-01T00:05:58+00:00,Sensor_C,48.57
2023-10-01T00:05:59+00:00,Sensor_B,99.84
2023-10-01T00:06:00+00:00,Sensor_D,50.31
2023-10-01T00:06:01+00:00,Sensor_D,5.43
2023-10-01T00:06:02+00:00,Sensor_D,76.57
2023-10-01T00:06:03+00:00,Sensor_C,59.14
2023-10-01T00:06:04+00:00,Sensor_A,73.85
2023-10-01T00:06:05+00:00,Sensor_A,99.13
2023-10-01T00:06:06+00:00,Sensor_A,34.08
2023-10-01T00:06:07+00:00,Sensor_D,3.1415926535897932384
2023-10-01T00:06:08+00:00,Sensor_C,70.78
2023-10-01T00:06:09+00:00,Sensor_D,8.71
2023-10-01T00:06:10+00:00,Sensor_C,13.47
2023-10-01T00:06:11+00:00,Sensor_A,64.79
2023-10-01T00:06:12+00:00,Sensor_A,92.53
2023-10-01T00:06:13+00:00,Sensor_B,45.75
2023-10-01T00:06:14+00:00,Sensor_C,10.5.2.1
2023-10-01T00:06:15+00:00,Sensor_D,48.37
2023-10-01T00:06:16+00:00,Sensor_D,56.73
not_a_date,Sensor_C,91.12
2023-10-01T00:06:18+00:00,Sensor_C,30.06
2023-10-01T00:06:19+00:00,Sensor_D,47.36
2023-10-01T00:06:20+00:00,Sensor_A,51.2
2023-10-01T00:06:21+00:00,Sensor_B,39.75
2023-10-01T00:06:22+00:00,Sensor_D,6.08
2023-10-01T00:06:23+00:00,Sensor_B,60.64
2023-10-01T00:06:24+00:00,Sensor_C,64.63
2023-10-01T00:06:25+00:00,Sensor_D,15.95
2023-10-01T00:06:26+00:00,Sensor_C,60.77
2023-10-01T00:06:27+00:00,Sensor_C,48.2
2023-10-01T00:06:28+00:00,Sensor_D,19.05
2023-10-01T00:06:29+00:00,Sensor_D,38.79
2023-10-01T00:06:30+00:00,Sensor_A,91.59
2023-10-01T00:06:31+00:00,Sensor_A,68.25
2023-10-01T00:06:32+00:00,Sensor_B,59.71
2023-10-01T00:06:33+00:00,Sensor_C,51.74
2023-10-01T00:06:34+00:00,Sensor_B,70.08
2023-10-01T00:06:35+00:00,Sensor_D,46.42
2023-10-01T00:06:36+00:00,Sensor_A,11.88
2023-99-99,Sensor_A,34.81
2023-10-01T00:06:38+00:00,Sensor_D,77.44
2023-10-01T00:06:39+00:00,Sensor_B,50.85
2023-10-01T00:06:40+00:00,Sensor_A,41.19
2023-10-01T00:06:41+00:00,Sensor_A,99.37
2023-10-01T00:06:42+00:00,Sensor_A,35.83
2023-10-01T00:06:43+00:00,Sensor_D,55.7
2023-10-01T00:06:44+00:00,센서_A,63.79
2023-10-01T00:06:45+00:00,Sensor_D,80.29
2023-10-01T00:06:46+00:00,Sensor_A,8.78
2023-10-01T00:06:47+00:00,Sensor_B,94.22
2023-10-01T00:06:48+00:00,Sensor_A,94.31
2023-10-01T00:06:49+00:00,Sensor_D,73.7
2023-10-01T00:06:50+00:00,Sensor_D,3.35
2023-10-01T00:06:51+00:00,Sensor_B,22.75
2023-10-01T00:06:52+00:00,Sensor_C,44.75
2023-10-01T00:06:53+00:00,Sensor_A,32.12
2023-10-01T00:06:54+00:00,Sensor_C,37.36
2023-10-01T00:06:55+00:00,Sensor_B,70.68
2023-10-01T00:06:56+00:00,Sensor_A,25.02
2023-10-01T00:06:57+00:00,Sensor_B,30.34
2023-10-01T00:06:58+00:00,Sensor_C,30.63
2023-10-01T00:06:59+00:00,Sensor_B,5.55
2023-10-01T00:07:00+00:00,Sensor_C,12.22
2023-10-01T00:07:01+00:00,Sensor_D,29.94
2023-10-01T00:07:02+00:00,Sensor_D,46.22
2023-10-01T00:07:03+00:00,Sensor_D,41.41
2023-10-01T00:07:04+00:00,Sensor_B,61.16
2023-10-01T00:07:05+00:00,Sensor_D,37.93
2023-10-01T00:07:06+00:00,Sensor_B,97.71
2023-10-01T00:07:07+00:00,Sensor_A,85.0
2023-10-01T00:07:08+00:00,Sensor_C,56.47
not_a_date,Sensor_A,36.47
2023-10-01T00:07:10+00:00,Sensor_A,73.16
2023-10-01T00:07:11+00:00,Sensor_C,84.72
2023-10-01T00:07:12+00:00,Sensor_D,59.31
2023-10-01T00:07:13+00:00,Sensor_A,72.72
2023-10-01T00:07:14+00:00,Sensor_B,64.36
2023-10-01T00:07:15+00:00,Sensor_C,43.07
2023-99-99,Sensor_D,37.53
2023-10-01T00:07:17+00:00,Sensor_C,53.87
2023-10-01T00:07:18+00:00,Sensor_C,85.3
2023-10-01T00:07:19+00:00,Sensor_A,76.06
2023-10-01T00:07:20+00:00,Sensor_B,10.5.2.1
2023-10-01T00:07:21+00:00,Sensor_C,30.25
2023-10-01T00:07:22+00:00,Sensor_A,53.97
2023-10-01T00:07:23+00:00,Sensor_D,7.33
2023-10-01T00:07:24+00:00,Sensor_C,69.98
2023-10-01T00:07:25+00:00,Sensor_C,19.38
2023-10-01T00:07:26+00:00,Sensor_B,77.84
2023-10-01T00:07:27+00:00,Sensor_D,60.13
2023-10-01T00:07:28+00:00,Sensor_A,10.5.2.1
2023-10-01T00:07:29+00:00,Sensor_A,89.71
2023-10-01T00:07:30+00:00,Sensor_B,6.1
2023-10-01T00:07:31+00:00,Sensor_B,99.52
2023-10-01T00:07:32+00:00,Sensor_A,79.45
2023-10-01T00:07:33+00:00,Sensor_B,20.35
2023-10-01T00:07:34+00:00,Sensor_B,58.16
2023-10-01T00:07:35+00:00,Sensor_C,23.77
2023-10-01T00:07:36+00:00,Sensor_A,6.96
2023-10-01T00:07:37+00:00,Sensor_A,60.85
2023-10-01T00:07:38+00:00,Sensor_C,3.1415926535897932384
2023-10-01T00:07:39+00:00,Sensor_D,10.5.2.1
2023-10-01T00:07:40+00:00,Sensor_A,35.7
2023-10-01T00:07:41+00:00,Sensor_A,10.5.2.1
2023-10-01T00:07:42+00:00,Sensor_D,27.06
2023-10-01T00:07:43+00:00,Sensor_A,23.93
invalid_time_string,Sensor_A,16.39
2023-10-01T00:07:45+00:00,Sensor_B,72.08
2023-10-01T00:07:46+00:00,Sensor_A,not_a_number
2023-10-01T00:07:47+00:00,Sensor_D,16.9
2023-10-01T00:07:48+00:00,Sensor_D,42.5
2023-10-01T00:07:49+00:00,Sensor_B,3.27
2023-10-01T00:07:50+00:00,Sensor_D,98.94
2023-10-01T00:07:51+00:00,Sensor_C,94.27
2023-10-01T00:07:52+00:00,Sensor_C,53.48
2023-10-01T00:07:53+00:00,Sensor_D,31.11
2023-10-01T00:07:54+00:00,Sensor_D,46.72
2023-10-01T00:07:55+00:00,Sensor_C,not_a_number
invalid_time_string,Sensor_B,75.65
2023-10-01T00:07:57+00:00,Sensor_B,42.27
2023-10-01T00:07:58+00:00,Sensor_A,10.5.2.1
2023-10-01T00:07:59+00:00,Sensor_D,22.41
2023-10-01T00:08:00+00:00,Sensor_B,71.21
2023-10-01T00:08:01+00:00,Sensor_C,12.13
2023-10-01T00:08:02+00:00,Sensor_D,4.08
2023-10-01T00:08:03+00:00,Sensor_A,58.97
2023-10-01T00:08:04+00:00,Sensor_D,79.63
2023-10-01T00:08:05+00:00,Sensor_A,16.6
2023-10-01T00:08:06+00:00,Sensor_B,89.94
2023-10-01T00:08:07+00:00,Sensor_A,53.69
2023-10-01T00:08:08+00:00,Sensor_A,60.24
not_a_date,Sensor_B,25.09
2023-10-01T00:08:10+00:00,Sensor_C,11.79
2023-10-01T00:08:11+00:00,Sensor_B,4.28
2023-10-01T00:08:12+00:00,Sensor_B,83.05
2023-10-01T00:08:13+00:00,Sensor_C,40.21
2023-10-01T00:08:14+00:00,Sensor_B,81.38
2023-10-01T00:08:15+00:00,Sensor_B,2.33
2023-10-01T00:08:16+00:00,Sensor_D,59.84
2023-10-01T00:08:17+00:00,Sensor_D,10.5.2.1
2023-10-01T00:08:18+00:00,Sensor_A,7.97
2023-10-01T00:08:19+00:00,sénsor#@!,76.7
2023-10-01T00:08:20+00:00,Sensor_C,59.83
2023-10-01T00:08:21+00:00,Sensor_B,46.06
